,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.00044612884521484376,0.08851447105407714,0.5876866523833865,0.5876879317350671,0.6327543424317618,40,0.0003
