,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.3490147590637207,0.008560732021144492,0.0020911693572998047,0.0032296209167756314,0.0003,40,"{'alpha': 0.0003, 'hidden_layer_sizes': 40}",0.6832298136645962,0.6770186335403726,0.7111801242236024,0.6448598130841121,0.6853582554517134,0.6803293279928794,0.021234508434191585,1,-0.6803293279928794,0.021234508434191585,0.021234508434191585
