,final_train_scores,final_train_scores_std,final_val_scores,final_fit_times,final_fit_times_std,final_score_times,final_score_times_std
0,0.6328125,0.0,0.5876879317350671,0.03376426696777344,0.0023762124231325394,0.00041499137878417967,5.607381965458395e-05
1,0.6295719844357976,0.0015564202334630297,0.5876879317350671,0.07397723197937012,0.0071987736466594945,0.0004875659942626953,0.0001319036217577572
2,0.623896103896104,0.016542008652561727,0.5876879317350671,0.058096885681152344,0.011447218560197389,0.0014985084533691406,0.0020332204322224753
3,0.6178988326848249,0.018109068137307532,0.5876879317350671,0.07072954177856446,0.022504280848550662,0.0005283832550048828,0.0001790306939182363
4,0.6062208398133748,0.009195487091194063,0.5876879317350671,0.08177495002746582,0.013823657746420056,0.00040946006774902346,4.5862613334209744e-05
5,0.6124513618677042,0.011437306191983725,0.5876879317350671,0.0792475700378418,0.0015055682031328566,0.00043687820434570315,4.9537987915782787e-05
6,0.5991111111111111,0.00979795897113272,0.5876879317350671,0.08848810195922852,0.015645316768594528,0.0004313945770263672,5.4178564422864466e-05
7,0.5894941634241245,0.0043936147045276945,0.5876879317350671,0.10342330932617187,0.009988734631187558,0.0004001617431640625,3.685756915103953e-05
8,0.5878997407087294,0.003802938634399311,0.5876879317350671,0.08563861846923829,0.003419022397717104,0.00044946670532226564,6.020348136403624e-05
9,0.5877138413685847,0.0003110419906687589,0.5876879317350671,0.09327316284179688,0.004547412439022255,0.0004466533660888672,6.20138777968059e-05
