,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0015619754791259765,1.4155438899993897,0.716104700552601,0.6013293086434086,0.5872361247029219,40,0.0003
