,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0012167930603027345,1.4126670837402344,0.7060013944928409,0.6199996130105841,0.5898968588842006,40,0.0003
