,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.030407190322875977,0.004477605724529915,0.0005688667297363281,0.0004927374111381276,0.0003,40,"{'alpha': 0.0003, 'hidden_layer_sizes': 40}",0.593167701863354,0.593167701863354,0.593167701863354,0.5919003115264797,0.5919003115264797,0.5926607457286043,0.0006208919260552158,1,-0.5926607457286043,0.0006208919260552158,0.0006208919260552158
