,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0005402565002441406,1.626828908920288,0.8005281913524526,0.6822004218184632,0.69719204624865,40,0.0003
