,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.057265090942382815,0.007677339729156448,0.0019741058349609375,0.0031669264375079587,0.0003,40,"{'alpha': 0.0003, 'hidden_layer_sizes': 40}",0.562111801242236,0.41304347826086957,0.41304347826086957,0.411214953271028,0.5919003115264797,0.4782628045122966,0.0811747160666021,1,-0.4782628045122966,0.0811747160666021,0.0811747160666021
